seed,subject,requested_components,actual_components,explained_variance,explained_variance_pct
3,23,40,40,0.8076151940214888,80.76151940214888
3,23,80,80,0.9024103001383107,90.24103001383106
3,23,150,150,0.9765068623129339,97.65068623129339
3,24,10,10,0.593749966712372,59.3749966712372
3,24,20,20,0.7036098680896931,70.3609868089693
3,24,40,40,0.8066383668933985,80.66383668933985
3,24,80,80,0.9019330065930453,90.19330065930453
3,24,150,150,0.9762217173179711,97.62217173179711
3,25,10,10,0.5940816271165964,59.40816271165964
3,25,20,20,0.7040733554063936,70.40733554063937
3,25,40,40,0.806926532561276,80.6926532561276
3,25,80,80,0.9022374951920518,90.22374951920517
3,25,150,150,0.9763363852870074,97.63363852870074
3,26,10,10,0.5939463790690271,59.394637906902716
3,26,20,20,0.70356765607518,70.356765607518
3,26,40,40,0.8064521132155863,80.64521132155863
3,26,80,80,0.9019571378897495,90.19571378897496
3,26,150,150,0.9762020564589209,97.62020564589209
3,27,10,10,0.5947001890952079,59.470018909520796
3,27,20,20,0.7042672599308387,70.42672599308388
3,27,40,40,0.8066164302889165,80.66164302889165
3,27,80,80,0.9020488380007092,90.20488380007092
3,27,150,150,0.9762703208399356,97.62703208399356
3,28,10,10,0.5960791106812173,59.60791106812173
3,28,20,20,0.7045541112481304,70.45541112481304
3,28,40,40,0.8074645756375711,80.74645756375712
3,28,80,80,0.902635806845546,90.2635806845546
3,28,150,150,0.9762726812192892,97.62726812192892
3,29,10,10,0.5964394690364344,59.64394690364344
3,29,20,20,0.7052901015345687,70.52901015345687
3,29,40,40,0.8079156353549675,80.79156353549675
3,29,80,80,0.9030845423059547,90.30845423059547
3,29,150,150,0.9763684192921673,97.63684192921673
3,30,10,10,0.5945732776676457,59.457327766764564
3,30,20,20,0.7039853864733657,70.39853864733658
3,30,40,40,0.8069352209921962,80.69352209921962
3,30,80,80,0.9023840337804889,90.23840337804889
3,30,150,150,0.9761881824997354,97.61881824997354
3,31,10,10,0.5951684209322848,59.51684209322848
3,31,20,20,0.7045697526039666,70.45697526039666
3,31,40,40,0.8073631329067505,80.73631329067506
